range (byte),stride (byte),niter,t (us)
139520,52720,32768,6391.04
139520,52736,32768,11474.9
139520,52752,32768,7703.55
139520,52768,32768,8878.59
139520,52784,32768,7707.52
139520,52800,32768,6221.44
139520,52816,32768,8797.95
139520,52832,32768,8949.5
139520,52848,32768,8771.46
139520,52864,32768,11376.9
139520,52880,32768,6397.95
139520,52896,32768,8887.04
139520,52912,32768,8258.05
139520,52928,32768,11327.5
139520,52944,32768,8056.45
139520,52960,32768,6221.06
139520,52976,32768,7682.94
139520,52992,32768,11078
139520,53008,32768,7994.88
139520,53024,32768,8794.5
139520,53040,32768,6401.02
139520,53056,32768,11099
139520,53072,32768,7636.48
139520,53088,32768,8895.1
139520,53104,32768,7539.07
139520,53120,32768,6221.57
139520,53136,32768,7699.97
139520,53152,32768,8901.5
139520,53168,32768,8262.66
139520,53184,32768,11123.2
139520,53200,32768,6394.5
139520,53216,32768,8824.45
139520,53232,32768,7648.51
139520,53248,32768,10843.4
139520,53264,32768,7451.01
139520,53280,32768,6221.95
139520,53296,32768,7447.04
139520,53312,32768,11072.5
139520,53328,32768,7753.98
139520,53344,32768,11075.5
139520,53360,32768,6395.01
139520,53376,32768,11036.9
139520,53392,32768,7683.46
139520,53408,32768,8735.1
139520,53424,32768,7814.02
139520,53440,32768,6221.57
139520,53456,32768,7385.98
139520,53472,32768,8762.5
139520,53488,32768,7474.69
139520,53504,32768,11042.9
139520,53520,32768,6393.98
139520,53536,32768,9033.47
139520,53552,32768,7764.86
139520,53568,32768,11137
139520,53584,32768,8666.5
139520,53600,32768,6222.08
139520,53616,32768,7534.46
139520,53632,32768,11257.5
139520,53648,32768,7957.89
139520,53664,32768,8904.19
139520,53680,32768,6386.56
139520,53696,32768,11308.4
139520,53712,32768,7396.48
139520,53728,32768,8906.11
139520,53744,32768,7681.02
139520,53760,32768,6221.06
139520,53776,32768,8206.98
139520,53792,32768,8594.94
139520,53808,32768,7435.01
139520,53824,32768,11276.3
139520,53840,32768,6386.05
139520,53856,32768,8959.49
139520,53872,32768,7670.4
139520,53888,32768,11324
139520,53904,32768,8750.46
139520,53920,32768,6221.57
139520,53936,32768,9084.42
139520,53952,32768,11385.6
139520,53968,32768,8023.94
139520,53984,32768,9003.01
139520,54000,32768,6386.43
139520,54016,32768,11518.5
139520,54032,32768,7905.54
139520,54048,32768,8871.04
139520,54064,32768,6221.06
139520,54080,32768,6221.06
139520,54096,32768,7714.18
139520,54112,32768,8902.02
139520,54128,32768,8942.46
139520,54144,32768,11669
139520,54160,32768,6379.39
139520,54176,32768,8998.4
139520,54192,32768,7831.94
139520,54208,32768,11665
139520,54224,32768,7426.94
139520,54240,32768,6221.95
139520,54256,32768,8878.08
139520,54272,32768,11787
139520,54288,32768,7450.5
139520,54304,32768,8901.5
139520,54320,32768,6394.88
139520,54336,32768,11815.4
139520,54352,32768,7736.96
139520,54368,32768,8916.48
139520,54384,32768,7585.02
139520,54400,32768,6221.06
139520,54416,32768,7529.98
139520,54432,32768,8818.43
139520,54448,32768,9747.97
139520,54464,32768,11743
139520,54480,32768,6405.5
139520,54496,32768,8641.41
139520,54512,32768,8271.49
139520,54528,32768,10856.1
139520,54544,32768,7735.04
139520,54560,32768,6221.95
139520,54576,32768,7709.44
139520,54592,32768,11629.4
139520,54608,32768,7735.04
139520,54624,32768,8908.03
139520,54640,32768,6402.56
139520,54656,32768,11543.6
139520,54672,32768,7384.96
139520,54688,32768,8909.31
139520,54704,32768,8700.16
139520,54720,32768,6221.06
139520,54736,32768,7647.49
139520,54752,32768,8593.02
139520,54768,32768,7802.5
139520,54784,32768,11471.5
139520,54800,32768,6391.04
139520,54816,32768,8856.58
139520,54832,32768,8411.01
139520,54848,32768,11457.5
139520,54864,32768,8571.01
139520,54880,32768,6221.06
139520,54896,32768,7708.03
139520,54912,32768,11402.5
139520,54928,32768,7715.46
139520,54944,32768,9005.44
139520,54960,32768,6396.54
139520,54976,32768,11401
139520,54992,32768,7696.38
139520,55008,32768,8916.48
139520,55024,32768,7707.52
139520,55040,32768,6221.44
139520,55056,32768,7686.4
139520,55072,32768,9084.03
139520,55088,32768,7762.94
139520,55104,32768,11216.5
139520,55120,32768,6395.01
139520,55136,32768,8892.03
139520,55152,32768,8030.98
139520,55168,32768,11175
139520,55184,32768,7672.96
139520,55200,32768,6221.06
139520,55216,32768,7808
139520,55232,32768,11119.1
139520,55248,32768,8200.06
139520,55264,32768,8867.07
139520,55280,32768,6396.03
139520,55296,32768,11036
139520,55312,32768,7831.04
139520,55328,32768,8961.41
139520,55344,32768,7497.98
139520,55360,32768,6222.08
139520,55376,32768,7668.35
139520,55392,32768,8792.83
139520,55408,32768,7945.09
139520,55424,32768,10930
139520,55440,32768,6395.01
139520,55456,32768,8790.4
139520,55472,32768,7427.46
139520,55488,32768,11075.1
139520,55504,32768,8855.42
139520,55520,32768,6222.08
139520,55536,32768,7650.56
139520,55552,32768,10927
139520,55568,32768,8919.04
139520,55584,32768,8780.03
139520,55600,32768,6385.66
139520,55616,32768,11064.8
139520,55632,32768,7660.16
139520,55648,32768,8751.49
139520,55664,32768,8460.16
139520,55680,32768,6221.44
139520,55696,32768,8094.08
139520,55712,32768,8876.03
139520,55728,32768,7984
139520,55744,32768,10293
139520,55760,32768,6419.46
139520,55776,32768,8646.91
139520,55792,32768,7951.49
139520,55808,32768,4261.12
139520,55824,32768,7997.44
139520,55840,32768,6221.57
139520,55856,32768,8398.85
139520,55872,32768,11324.4
139520,55888,32768,8107.39
139520,55904,32768,8848.38
139520,55920,32768,6391.94
139520,55936,32768,11505.4
139520,55952,32768,8392.96
139520,55968,32768,8897.54
139520,55984,32768,7739.9
139520,56000,32768,6221.57
139520,56016,32768,7721.98
139520,56032,32768,8885.5
139520,56048,32768,8218.62
139520,56064,32768,11600.6
139520,56080,32768,6384.51
139520,56096,32768,8897.54
139520,56112,32768,8535.04
139520,56128,32768,10755.6
139520,56144,32768,7750.4
139520,56160,32768,6221.06
139520,56176,32768,7714.94
139520,56192,32768,11589
139520,56208,32768,7794.56
139520,56224,32768,8831.36
139520,56240,32768,6395.01
139520,56256,32768,11745
139520,56272,32768,8811.52
139520,56288,32768,8923.52
139520,56304,32768,7698.56
139520,56320,32768,6221.06
139520,56336,32768,8739.07
139520,56352,32768,8859.52
139520,56368,32768,8045.06
139520,56384,32768,11785.1
139520,56400,32768,6387.46
139520,56416,32768,8849.92
139520,56432,32768,7710.98
139520,56448,32768,11785.5
139520,56464,32768,7735.42
139520,56480,32768,6221.95
139520,56496,32768,7932.54
139520,56512,32768,11811.5
139520,56528,32768,7928.96
139520,56544,32768,8894.46
139520,56560,32768,6398.46
139520,56576,32768,11783.6
139520,56592,32768,8286.08
139520,56608,32768,8892.42
139520,56624,32768,8121.98
139520,56640,32768,6221.06
139520,56656,32768,8680.06
139520,56672,32768,8869.89
139520,56688,32768,8372.86
139520,56704,32768,11662.5
139520,56720,32768,6387.97
139520,56736,32768,8827.9
139520,56752,32768,8182.02
139520,56768,32768,11529.1
139520,56784,32768,7662.08
139520,56800,32768,6221.06
139520,56816,32768,7636.48
139520,56832,32768,11514
139520,56848,32768,7714.05
139520,56864,32768,8869.38
139520,56880,32768,6391.55
139520,56896,32768,11504.6
139520,56912,32768,7710.59
139520,56928,32768,8909.44
139520,56944,32768,7992.06
139520,56960,32768,6221.44
139520,56976,32768,7684.99
139520,56992,32768,8823.04
139520,57008,32768,7403.14
139520,57024,32768,11331.6
139520,57040,32768,6399.36
139520,57056,32768,8901.38
139520,57072,32768,7685.12
139520,57088,32768,11299.8
139520,57104,32768,7707.9
139520,57120,32768,6221.06
139520,57136,32768,7694.08
139520,57152,32768,11281.9
139520,57168,32768,8374.91
139520,57184,32768,8788.61
139520,57200,32768,6393.47
139520,57216,32768,11132.9
139520,57232,32768,8100.1
139520,57248,32768,8799.49
139520,57264,32768,7699.97
139520,57280,32768,6221.06
139520,57296,32768,7708.67
139520,57312,32768,8811.01
139520,57328,32768,7663.87
139520,57344,32768,11012.6
139520,57360,32768,6384.51
139520,57376,32768,8632.45
139520,57392,32768,7625.47
139520,57408,32768,10632.1
139520,57424,32768,8054.14
139520,57440,32768,6221.06
139520,57456,32768,8069.89
139520,57472,32768,10135
139520,57488,32768,7458.43
139520,57504,32768,8706.05
139520,57520,32768,6402.05
139520,57536,32768,10879
139520,57552,32768,6222.08
139520,57568,32768,8800
139520,57584,32768,8139.01
139520,57600,32768,6221.06
139520,57616,32768,7666.56
139520,57632,32768,8852.1
139520,57648,32768,7641.47
139520,57664,32768,11130.9
139520,57680,32768,6392.96
139520,57696,32768,8897.41
139520,57712,32768,8615.04
139520,57728,32768,11218.9
139520,57744,32768,8616.96
139520,57760,32768,6221.06
139520,57776,32768,8592
139520,57792,32768,11244.2
139520,57808,32768,7746.05
139520,57824,32768,8755.46
139520,57840,32768,6377.6
139520,57856,32768,11047.9
139520,57872,32768,7920.13
139520,57888,32768,8637.44
139520,57904,32768,7845.5
139520,57920,32768,6221.06
139520,57936,32768,8745.98
139520,57952,32768,8763.01
139520,57968,32768,7575.55
139520,57984,32768,11097
139520,58000,32768,6388.1
139520,58016,32768,8827.52
139520,58032,32768,7648.13
139520,58048,32768,11207
139520,58064,32768,7629.06
139520,58080,32768,6221.95
139520,58096,32768,8306.56
139520,58112,32768,11234.9
139520,58128,32768,11271.7
139520,58144,32768,8736
139520,58160,32768,6388.61
139520,58176,32768,11340.5
139520,58192,32768,9120
139520,58208,32768,8759.94
139520,58224,32768,8005.5
139520,58240,32768,6221.06
139520,58256,32768,7769.09
139520,58272,32768,8741.38
139520,58288,32768,7799.94
139520,58304,32768,11442
139520,58320,32768,6378.5
139520,58336,32768,8749.95
139520,58352,32768,8765.44
139520,58368,32768,11492
139520,58384,32768,7717.5
139520,58400,32768,6221.44
139520,58416,32768,7718.4
139520,58432,32768,11522
139520,58448,32768,8736.51
139520,58464,32768,8849.92
139520,58480,32768,6405.5
139520,58496,32768,11484.2
139520,58512,32768,7823.1
139520,58528,32768,8767.62
139520,58544,32768,7623.94
139520,58560,32768,6221.06
139520,58576,32768,7900.54
139520,58592,32768,8673.02
139520,58608,32768,7704.96
139520,58624,32768,11437.6
139520,58640,32768,6377.98
139520,58656,32768,8726.53
139520,58672,32768,7623.55
139520,58688,32768,11360
139520,58704,32768,8155.39
139520,58720,32768,6221.06
139520,58736,32768,7637.63
139520,58752,32768,11311.9
139520,58768,32768,8103.55
139520,58784,32768,8739.46
139520,58800,32768,6388.86
139520,58816,32768,11260.4
139520,58832,32768,7715.97
139520,58848,32768,8898.05
139520,58864,32768,8287.87
139520,58880,32768,6221.06
139520,58896,32768,8124.93
139520,58912,32768,8753.54
139520,58928,32768,8450.05
139520,58944,32768,11310
139520,58960,32768,6379.9
139520,58976,32768,8873.6
139520,58992,32768,9655.04
139520,59008,32768,11101.1
139520,59024,32768,7633.54
139520,59040,32768,6221.82
139520,59056,32768,7382.02
139520,59072,32768,11173
139520,59088,32768,7641.09
139520,59104,32768,8686.98
139520,59120,32768,6379.39
139520,59136,32768,11021.6
139520,59152,32768,7630.46
139520,59168,32768,8766.98
139520,59184,32768,7592.06
139520,59200,32768,6222.08
139520,59216,32768,7712.64
139520,59232,32768,8729.6
139520,59248,32768,7351.04
139520,59264,32768,10917.5
139520,59280,32768,6399.49
139520,59296,32768,6221.06
139520,59312,32768,7852.03
139520,59328,32768,10846.6
139520,59344,32768,7909.5
139520,59360,32768,6221.06
139520,59376,32768,7720.06
139520,59392,32768,10813.1
139520,59408,32768,7617.02
139520,59424,32768,10264.4
139520,59440,32768,6382.98
139520,59456,32768,10771.5
139520,59472,32768,7670.53
139520,59488,32768,8699.39
139520,59504,32768,7723.01
139520,59520,32768,6221.06
139520,59536,32768,8050.43
139520,59552,32768,8757.5
139520,59568,32768,7681.02
139520,59584,32768,10714
139520,59600,32768,6380.54
139520,59616,32768,8782.98
139520,59632,32768,7628.54
139520,59648,32768,10756.4
139520,59664,32768,7587.97
139520,59680,32768,6221.06
139520,59696,32768,7655.42
139520,59712,32768,10768.5
139520,59728,32768,7585.41
139520,59744,32768,8705.92
139520,59760,32768,6402.56
139520,59776,32768,10899.1
139520,59792,32768,6331.01
139520,59808,32768,8435.58
139520,59824,32768,7590.02
139520,59840,32768,6221.44
139520,59856,32768,7951.62
139520,59872,32768,8732.54
139520,59888,32768,8954.5
139520,59904,32768,11016.4
139520,59920,32768,6386.94
139520,59936,32768,8747.01
139520,59952,32768,7592.96
139520,59968,32768,11047
139520,59984,32768,7673.98
139520,60000,32768,6221.06
139520,60016,32768,7648.9
139520,60032,32768,11168.4
139520,60048,32768,7663.1
139520,60064,32768,8726.53
139520,60080,32768,6386.05
139520,60096,32768,11199.5
139520,60112,32768,8197.63
139520,60128,32768,8764.54
139520,60144,32768,7484.93
139520,60160,32768,6222.08
139520,60176,32768,7649.02
139520,60192,32768,8766.46
139520,60208,32768,9012.99
139520,60224,32768,11366
139520,60240,32768,6385.02
139520,60256,32768,8873.09
139520,60272,32768,7811.46
139520,60288,32768,11451.5
139520,60304,32768,7431.04
139520,60320,32768,6221.06
139520,60336,32768,7672.96
139520,60352,32768,11223.4
139520,60368,32768,7586.05
139520,60384,32768,8724.48
139520,60400,32768,6395.01
139520,60416,32768,11014.5
139520,60432,32768,7961.98
139520,60448,32768,8780.54
139520,60464,32768,8340.48
139520,60480,32768,6221.06
139520,60496,32768,7662.46
139520,60512,32768,8762.5
139520,60528,32768,8057.47
139520,60544,32768,11552
139520,60560,32768,6387.97
139520,60576,32768,8790.02
139520,60592,32768,7960.45
139520,60608,32768,11304.6
139520,60624,32768,7848.06
139520,60640,32768,6221.06
139520,60656,32768,7705.98
139520,60672,32768,11395.1
139520,60688,32768,7389.06
139520,60704,32768,8785.92
139520,60720,32768,6371.97
139520,60736,32768,11111
139520,60752,32768,7413.5
139520,60768,32768,8793.98
139520,60784,32768,9090.56
139520,60800,32768,6221.44
139520,60816,32768,7353.09
139520,60832,32768,8723.07
139520,60848,32768,7365.5
139520,60864,32768,11490.6
139520,60880,32768,6391.55
139520,60896,32768,8850.56
139520,60912,32768,9448.45
139520,60928,32768,11553
139520,60944,32768,7869.95
139520,60960,32768,6221.44
139520,60976,32768,7631.87
139520,60992,32768,11463.9
139520,61008,32768,7681.66
139520,61024,32768,8785.54
139520,61040,32768,4261.89
139520,61056,32768,11430.4
139520,61072,32768,8307.97
139520,61088,32768,8846.46
139520,61104,32768,8883.97
139520,61120,32768,6221.95
139520,61136,32768,8055.94
139520,61152,32768,8893.44
139520,61168,32768,8601.6
139520,61184,32768,11318.9
139520,61200,32768,6386.56
139520,61216,32768,8860.42
139520,61232,32768,7682.43
139520,61248,32768,11192.6
139520,61264,32768,8124.42
139520,61280,32768,6221.57
139520,61296,32768,8354.43
139520,61312,32768,11222
139520,61328,32768,9547.14
139520,61344,32768,8898.43
139520,61360,32768,6392.06
139520,61376,32768,11131.5
139520,61392,32768,7848.58
139520,61408,32768,8806.4
139520,61424,32768,7444.1
139520,61440,32768,6221.44
139520,61456,32768,8169.09
139520,61472,32768,8904.96
139520,61488,32768,8503.04
139520,61504,32768,10555
139520,61520,32768,6363.65
139520,61536,32768,8840.45
139520,61552,32768,8661.5
139520,61568,32768,10994.4
139520,61584,32768,7826.94
139520,61600,32768,6221.06
139520,61616,32768,7847.94
139520,61632,32768,11106.8
139520,61648,32768,7383.94
139520,61664,32768,8763.39
139520,61680,32768,6400.51
139520,61696,32768,11084
139520,61712,32768,8717.57
139520,61728,32768,8770.56
139520,61744,32768,7957.5
139520,61760,32768,6221.06
139520,61776,32768,7787.01
139520,61792,32768,8887.94
139520,61808,32768,8481.41
139520,61824,32768,11139.6
139520,61840,32768,6395.65
139520,61856,32768,8902.91
139520,61872,32768,8447.36
139520,61888,32768,11275
139520,61904,32768,7820.03
139520,61920,32768,6221.57
139520,61936,32768,7709.95
139520,61952,32768,11354.9
139520,61968,32768,7705.98
139520,61984,32768,8819.97
139520,62000,32768,6398.59
139520,62016,32768,11327.9
139520,62032,32768,7760.13
139520,62048,32768,8984.06
139520,62064,32768,7400.06
139520,62080,32768,6221.82
139520,62096,32768,7857.02
139520,62112,32768,8902.02
139520,62128,32768,8353.92
139520,62144,32768,11366
139520,62160,32768,6385.92
139520,62176,32768,8811.01
139520,62192,32768,8160
139520,62208,32768,11498.5
139520,62224,32768,7673.6
139520,62240,32768,6221.95
139520,62256,32768,7407.87
139520,62272,32768,11633
139520,62288,32768,7704.96
139520,62304,32768,8883.46
139520,62320,32768,6384.51
139520,62336,32768,11485.1
139520,62352,32768,8791.94
139520,62368,32768,9060.61
139520,62384,32768,8112
139520,62400,32768,6221.06
139520,62416,32768,8871.42
139520,62432,32768,8886.53
139520,62448,32768,7487.49
139520,62464,32768,11863
139520,62480,32768,6387.97
139520,62496,32768,8934.02
139520,62512,32768,8805.89
139520,62528,32768,11668.4
139520,62544,32768,6438.02
139520,62560,32768,6221.06
139520,62576,32768,8340.99
139520,62592,32768,11694.6
139520,62608,32768,7753.09
139520,62624,32768,8973.57
139520,62640,32768,6393.6
139520,62656,32768,11779.5
139520,62672,32768,7379.58
139520,62688,32768,8912.38
139520,62704,32768,7747.07
139520,62720,32768,6221.06
139520,62736,32768,7716.99
139520,62752,32768,9127.42
139520,62768,32768,7715.97
139520,62784,32768,6221.06
139520,62800,32768,6392.45
139520,62816,32768,8887.42
139520,62832,32768,7730.43
139520,62848,32768,11558.5
139520,62864,32768,7724.93
139520,62880,32768,6221.44
139520,62896,32768,7894.02
139520,62912,32768,11521
139520,62928,32768,7984
139520,62944,32768,8867.46
139520,62960,32768,6389.63
139520,62976,32768,10678
139520,62992,32768,7982.59
139520,63008,32768,8887.55
139520,63024,32768,7717.5
139520,63040,32768,6221.57
139520,63056,32768,7703.55
139520,63072,32768,8858.5
139520,63088,32768,7737.98
139520,63104,32768,11434.1
139520,63120,32768,6393.6
139520,63136,32768,8932.48
139520,63152,32768,7743.62
139520,63168,32768,11418
139520,63184,32768,7708.93
139520,63200,32768,6221.57
139520,63216,32768,7692.03
139520,63232,32768,11318.4
139520,63248,32768,7956.86
139520,63264,32768,8908.03
139520,63280,32768,6393.47
139520,63296,32768,11274.5
139520,63312,32768,9487.49
139520,63328,32768,8919.42
139520,63344,32768,7696
139520,63360,32768,6221.82
139520,63376,32768,7619.97
139520,63392,32768,8866.43
139520,63408,32768,8042.11
139520,63424,32768,11160.6
139520,63440,32768,6385.02
139520,63456,32768,8870.4
139520,63472,32768,7687.55
139520,63488,32768,11048.6
139520,63504,32768,7619.97
139520,63520,32768,6221.06
139520,63536,32768,8359.04
139520,63552,32768,11102.5
139520,63568,32768,8951.55
139520,63584,32768,8754.05
139520,63600,32768,6391.55
139520,63616,32768,11073.5
139520,63632,32768,7676.03
139520,63648,32768,8831.49
139520,63664,32768,9141.5
139520,63680,32768,6221.57
139520,63696,32768,7635.97
139520,63712,32768,8700.03
139520,63728,32768,7710.98
139520,63744,32768,11026.9
139520,63760,32768,6389.5
139520,63776,32768,8768
139520,63792,32768,8005.5
139520,63808,32768,10396.5
139520,63824,32768,7677.95
139520,63840,32768,6221.06
139520,63856,32768,8214.02
139520,63872,32768,11146.4
139520,63888,32768,7443.46
139520,63904,32768,8954.5
139520,63920,32768,6390.4
139520,63936,32768,11204.5
139520,63952,32768,7686.91
139520,63968,32768,8757.5
139520,63984,32768,9384.45
139520,64000,32768,6221.06
139520,64016,32768,7708.42
139520,64032,32768,8941.44
139520,64048,32768,7913.98
139520,64064,32768,11367.6
139520,64080,32768,6392.58
139520,64096,32768,8892.42
139520,64112,32768,7510.4
139520,64128,32768,10104.4
139520,64144,32768,7625.47
139520,64160,32768,6220.93
139520,64176,32768,8032.51
139520,64192,32768,10902.4
139520,64208,32768,8732.93
139520,64224,32768,8622.46
139520,64240,32768,6432.9
139520,64256,32768,10383.1
139520,64272,32768,7657.6
139520,64288,32768,8806.53
139520,64304,32768,8328.58
139520,64320,32768,6220.93
139520,64336,32768,7559.68
139520,64352,32768,8601.6
139520,64368,32768,8391.94
139520,64384,32768,10307.3
139520,64400,32768,6391.68
139520,64416,32768,8453.89
139520,64432,32768,7387.52
139520,64448,32768,10487
139520,64464,32768,7502.08
139520,64480,32768,6220.03
139520,64496,32768,7576.96
139520,64512,32768,11288.6
139520,64528,32768,6220.93
139520,64544,32768,8585.98
139520,64560,32768,6365.06
139520,64576,32768,10761.5
139520,64592,32768,8378.5
139520,64608,32768,8767.49
139520,64624,32768,7537.02
139520,64640,32768,6221.06
139520,64656,32768,7384.45
139520,64672,32768,8906.88
139520,64688,32768,8212.99
139520,64704,32768,11618.9
139520,64720,32768,6383.49
139520,64736,32768,8871.42
139520,64752,32768,8321.02
139520,64768,32768,11570.9
139520,64784,32768,7803.01
139520,64800,32768,6221.82
139520,64816,32768,9052.54
139520,64832,32768,11682.6
139520,64848,32768,9651.07
139520,64864,32768,9119.62
139520,64880,32768,6397.95
139520,64896,32768,11632.9
139520,64912,32768,7660.54
139520,64928,32768,9081.6
139520,64944,32768,7780.35
139520,64960,32768,6221.06
139520,64976,32768,8238.85
139520,64992,32768,8845.95
139520,65008,32768,7461.5
139520,65024,32768,11255.6
139520,65040,32768,6465.02
139520,65056,32768,8804.48
139520,65072,32768,7629.06
139520,65088,32768,11159.4
139520,65104,32768,7684.1
139520,65120,32768,6221.44
139520,65136,32768,8467.97
139520,65152,32768,11140.6
139520,65168,32768,7854.98
139520,65184,32768,8712.06
139520,65200,32768,6387.97
139520,65216,32768,11185.5
139520,65232,32768,7993.47
139520,65248,32768,8811.52
139520,65264,32768,7446.53
139520,65280,32768,6221.06
139520,65296,32768,8191.62
139520,65312,32768,8801.92
139520,65328,32768,7744.51
139520,65344,32768,11007
139520,65360,32768,6389.5
139520,65376,32768,8766.98
139520,65392,32768,7730.05
139520,65408,32768,11061
139520,65424,32768,7622.53
139520,65440,32768,6221.06
139520,65456,32768,8185.98
139520,65472,32768,10928.1
139520,65488,32768,9388.93
139520,65504,32768,8814.46
139520,65520,32768,6387.46
139520,65536,32768,10807.4
139520,65552,32768,7611.01
139520,65568,32768,8801.54
139520,65584,32768,7605.5
139520,65600,32768,6221.06
139520,65616,32768,8693.5
139520,65632,32768,8772.1
139520,65648,32768,7661.06
139520,65664,32768,10999
139520,65680,32768,6393.09
139520,65696,32768,8840.96
139520,65712,32768,7986.94
139520,65728,32768,11028
139520,65744,32768,7515.01
139520,65760,32768,6221.95
139520,65776,32768,8139.01
139520,65792,32768,11074
139520,65808,32768,7866.37
139520,65824,32768,8855.55
139520,65840,32768,6381.57
139520,65856,32768,11152
139520,65872,32768,7758.98
139520,65888,32768,8791.04
139520,65904,32768,7382.4
139520,65920,32768,6221.95
139520,65936,32768,7683.07
139520,65952,32768,8468.99
139520,65968,32768,7563.39
139520,65984,32768,10433.5
139520,66000,32768,6396.42
139520,66016,32768,8818.56
139520,66032,32768,8734.98
139520,66048,32768,10450.6
139520,66064,32768,8491.01
139520,66080,32768,6221.06
139520,66096,32768,7676.54
139520,66112,32768,11396
139520,66128,32768,7584.51
139520,66144,32768,8910.98
139520,66160,32768,6387.97
139520,66176,32768,11348
139520,66192,32768,7595.39
139520,66208,32768,8899.97
139520,66224,32768,9070.98
139520,66240,32768,6221.06
139520,66256,32768,7448.58
139520,66272,32768,6221.06
139520,66288,32768,9261.57
139520,66304,32768,11521
139520,66320,32768,6400.38
139520,66336,32768,9066.5
139520,66352,32768,7699.58
139520,66368,32768,11608.4
139520,66384,32768,9147.01
139520,66400,32768,6221.44
139520,66416,32768,7978.37
139520,66432,32768,11708.5
139520,66448,32768,8527.62
139520,66464,32768,9115.01
139520,66480,32768,6419.97
139520,66496,32768,11638.5
139520,66512,32768,7854.98
139520,66528,32768,9073.41
139520,66544,32768,7882.5
139520,66560,32768,6221.06
139520,66576,32768,7398.02
139520,66592,32768,8901.63
139520,66608,32768,7743.49
139520,66624,32768,11785
139520,66640,32768,6385.41
139520,66656,32768,8903.04
139520,66672,32768,8236.42
139520,66688,32768,11636
139520,66704,32768,7833.09
139520,66720,32768,6221.06
139520,66736,32768,7699.46
139520,66752,32768,11814
139520,66768,32768,7516.42
139520,66784,32768,8933.5
139520,66800,32768,6397.57
139520,66816,32768,11716.9
139520,66832,32768,7931.01
139520,66848,32768,8640.51
139520,66864,32768,7729.92
139520,66880,32768,6222.08
139520,66896,32768,8371.97
139520,66912,32768,9281.92
139520,66928,32768,7836.03
139520,66944,32768,11512.1
139520,66960,32768,6391.55
139520,66976,32768,8847.49
139520,66992,32768,7945.34
139520,67008,32768,11495.6
139520,67024,32768,8559.49
139520,67040,32768,6221.06
139520,67056,32768,7459.97
139520,67072,32768,11421.1
139520,67088,32768,7698.94
139520,67104,32768,8793.47
139520,67120,32768,6399.49
139520,67136,32768,10995.5
139520,67152,32768,8549.5
139520,67168,32768,8787.46
139520,67184,32768,8253.57
139520,67200,32768,6221.06
139520,67216,32768,7522.56
139520,67232,32768,8795.14
139520,67248,32768,8506.37
139520,67264,32768,11200.5
139520,67280,32768,6400.13
139520,67296,32768,8664.45
139520,67312,32768,8398.46
139520,67328,32768,10590.5
139520,67344,32768,8467.46
139520,67360,32768,6221.06
139520,67376,32768,8077.44
139520,67392,32768,10809.1
139520,67408,32768,9248.64
139520,67424,32768,8738.94
139520,67440,32768,6395.39
139520,67456,32768,11100.9
139520,67472,32768,7657.98
139520,67488,32768,8787.07
139520,67504,32768,7847.04
139520,67520,32768,6221.44
139520,67536,32768,7724.54
139520,67552,32768,8733.06
139520,67568,32768,8542.46
139520,67584,32768,11026.9
139520,67600,32768,6427.52
139520,67616,32768,8839.42
139520,67632,32768,7666.94
139520,67648,32768,11032.8
139520,67664,32768,8723.07
139520,67680,32768,6221.95
139520,67696,32768,7366.53
139520,67712,32768,11043.5
139520,67728,32768,7378.56
139520,67744,32768,8917.5
139520,67760,32768,6392.96
139520,67776,32768,11052.9
139520,67792,32768,8877.57
139520,67808,32768,8838.02
139520,67824,32768,7753.09
139520,67840,32768,6221.06
139520,67856,32768,8748.42
139520,67872,32768,8752.9
139520,67888,32768,8689.92
139520,67904,32768,11101.4
139520,67920,32768,6392.96
139520,67936,32768,8918.53
139520,67952,32768,8189.06
139520,67968,32768,11233.4
139520,67984,32768,7651.58
139520,68000,32768,6222.08
139520,68016,32768,6221.95
139520,68032,32768,11164
139520,68048,32768,8430.59
139520,68064,32768,8838.91
139520,68080,32768,6381.44
139520,68096,32768,11317.5
139520,68112,32768,7432.96
139520,68128,32768,8921.09
139520,68144,32768,8485.89
139520,68160,32768,6221.06
139520,68176,32768,7672.06
139520,68192,32768,8985.09
139520,68208,32768,7728.38
139520,68224,32768,11231
139520,68240,32768,6396.42
139520,68256,32768,8880.38
139520,68272,32768,7728.13
139520,68288,32768,11354.4
139520,68304,32768,8545.02
139520,68320,32768,6221.06
139520,68336,32768,7408.38
139520,68352,32768,11582.6
139520,68368,32768,8749.06
139520,68384,32768,8935.94
139520,68400,32768,6388.99
139520,68416,32768,11642.5
139520,68432,32768,7735.55
139520,68448,32768,9012.35
139520,68464,32768,7552.51
139520,68480,32768,6221.06
139520,68496,32768,7729.41
139520,68512,32768,8873.47
139520,68528,32768,8028.67
139520,68544,32768,11649.5
139520,68560,32768,6405.38
139520,68576,32768,8924.03
139520,68592,32768,7672.96
139520,68608,32768,11733.4
139520,68624,32768,9151.49
139520,68640,32768,6221.06
139520,68656,32768,7792.38
139520,68672,32768,11749.5
139520,68688,32768,7866.5
139520,68704,32768,8893.95
139520,68720,32768,6388.99
139520,68736,32768,11760.6
139520,68752,32768,7776.51
139520,68768,32768,8908.93
139520,68784,32768,7745.02
139520,68800,32768,6221.95
139520,68816,32768,7901.44
139520,68832,32768,8982.02
