range (byte),stride (byte),niter,t (us)
4320,16,65536,7397.12
4336,16,65536,7398.02
4352,16,65536,7397.12
4368,16,65536,7396.99
4384,16,65536,7397.12
4400,16,65536,7396.99
4416,16,65536,7397.12
4432,16,65536,7397.12
4448,16,65536,7397.12
4464,16,65536,7397.12
4480,16,65536,7398.02
4496,16,65536,7397.5
4512,16,65536,7397.89
4528,16,65536,7397.12
4544,16,65536,7397.12
4560,16,65536,7397.89
4576,16,65536,7397.5
4592,16,65536,7397.12
4608,16,65536,7397.5
4624,16,65536,7397.12
4640,16,65536,7397.89
4656,16,65536,7397.89
4672,16,65536,7397.5
4688,16,65536,7398.02
4704,16,65536,7397.89
4720,16,65536,7397.12
4736,16,65536,7397.12
4752,16,65536,7397.12
4768,16,65536,7397.12
4784,16,65536,7397.12
4800,16,65536,7397.12
4816,16,65536,7398.02
4832,16,65536,7397.5
4848,16,65536,7397.89
4864,16,65536,7396.99
4880,16,65536,7397.12
4896,16,65536,7397.38
4912,16,65536,7396.99
4928,16,65536,7397.12
4944,16,65536,7397.12
4960,16,65536,7397.89
4976,16,65536,7397.89
4992,16,65536,7397.89
5008,16,65536,7398.14
5024,16,65536,7396.99
5040,16,65536,7397.12
5056,16,65536,7397.5
5072,16,65536,7397.12
5088,16,65536,7397.89
5104,16,65536,7397.12
5120,16,65536,7397.12
5136,16,65536,7397.12
5152,16,65536,7397.5
5168,16,65536,7397.12
5184,16,65536,7397.89
5200,16,65536,7397.5
5216,16,65536,7397.5
5232,16,65536,7398.02
5248,16,65536,7397.12
5264,16,65536,7397.12
5280,16,65536,7397.12
5296,16,65536,7397.5
5312,16,65536,7398.02
5328,16,65536,7398.02
5344,16,65536,7397.89
5360,16,65536,7397.89
5376,16,65536,7398.02
5392,16,65536,7397.12
5408,16,65536,7397.5
5424,16,65536,7397.89
5440,16,65536,7397.12
5456,16,65536,7397.12
5472,16,65536,7397.12
5488,16,65536,7398.02
5504,16,65536,7397.89
5520,16,65536,7398.02
5536,16,65536,7397.5
5552,16,65536,7397.12
5568,16,65536,7398.02
5584,16,65536,7397.12
5600,16,65536,7397.12
5616,16,65536,7397.5
5632,16,65536,7397.89
5648,16,65536,7397.89
5664,16,65536,7397.12
5680,16,65536,7397.63
5696,16,65536,7397.89
5712,16,65536,7397.89
5728,16,65536,7397.12
5744,16,65536,7397.12
5760,16,65536,7397.12
5776,16,65536,7397.12
5792,16,65536,7397.12
5808,16,65536,7397.12
5824,16,65536,7397.89
5840,16,65536,7397.12
5856,16,65536,7397.5
5872,16,65536,7397.89
5888,16,65536,7397.5
5904,16,65536,7397.89
5920,16,65536,7397.5
5936,16,65536,7397.12
5952,16,65536,7397.5
5968,16,65536,7397.12
5984,16,65536,7397.5
6000,16,65536,7397.5
6016,16,65536,7397.5
6032,16,65536,7397.5
6048,16,65536,7397.5
6064,16,65536,7397.12
6080,16,65536,7397.12
6096,16,65536,7397.89
6112,16,65536,7397.12
6128,16,65536,7397.12
6144,16,65536,7397.12
6160,16,65536,7398.02
6176,16,65536,7397.12
6192,16,65536,7397.12
6208,16,65536,7397.5
6224,16,65536,7397.12
6240,16,65536,7397.89
6256,16,65536,7397.12
6272,16,65536,7397.12
6288,16,65536,7397.89
6304,16,65536,7398.02
6320,16,65536,7398.02
6336,16,65536,7397.89
6352,16,65536,7397.12
6368,16,65536,7397.63
6384,16,65536,7397.89
6400,16,65536,7397.12
6416,16,65536,7397.5
6432,16,65536,7397.5
6448,16,65536,7397.12
6464,16,65536,7397.12
6480,16,65536,7397.63
6496,16,65536,7398.02
6512,16,65536,7397.5
6528,16,65536,7397.5
6544,16,65536,7397.89
6560,16,65536,7397.5
6576,16,65536,7397.89
6592,16,65536,7397.12
6608,16,65536,7397.12
6624,16,65536,7397.12
6640,16,65536,7397.12
6656,16,65536,7397.5
6672,16,65536,7397.89
6688,16,65536,7397.5
6704,16,65536,7397.89
6720,16,65536,7397.89
6736,16,65536,7397.12
6752,16,65536,7397.5
6768,16,65536,7397.5
6784,16,65536,7397.12
6800,16,65536,7397.12
6816,16,65536,7397.12
6832,16,65536,7398.02
6848,16,65536,7398.14
6864,16,65536,7397.5
6880,16,65536,7397.5
6896,16,65536,7397.12
6912,16,65536,7397.89
6928,16,65536,7397.12
6944,16,65536,7397.12
6960,16,65536,7397.5
6976,16,65536,7397.5
6992,16,65536,7398.14
7008,16,65536,7397.5
7024,16,65536,7397.89
7040,16,65536,7397.89
7056,16,65536,7397.89
7072,16,65536,7397.12
7088,16,65536,7397.12
7104,16,65536,7397.5
7120,16,65536,7397.12
7136,16,65536,7397.12
7152,16,65536,7397.63
7168,16,65536,7398.02
7184,16,65536,7397.5
7200,16,65536,7398.02
7216,16,65536,7397.12
7232,16,65536,7397.12
7248,16,65536,7398.02
7264,16,65536,7396.99
7280,16,65536,7397.12
7296,16,65536,7397.89
7312,16,65536,7397.12
7328,16,65536,7397.89
7344,16,65536,7398.02
7360,16,65536,7397.5
7376,16,65536,7397.89
7392,16,65536,7397.89
7408,16,65536,7397.12
7424,16,65536,7397.5
7440,16,65536,7397.63
7456,16,65536,7397.12
7472,16,65536,7397.12
7488,16,65536,7397.12
7504,16,65536,7398.02
7520,16,65536,7397.89
7536,16,65536,7398.14
7552,16,65536,7397.63
7568,16,65536,7397.12
7584,16,65536,7398.02
7600,16,65536,7397.12
7616,16,65536,7397.12
7632,16,65536,7398.02
7648,16,65536,7397.89
7664,16,65536,7398.02
7680,16,65536,7397.5
7696,16,65536,7397.89
7712,16,65536,7397.89
7728,16,65536,7397.89
7744,16,65536,7397.12
7760,16,65536,7397.12
7776,16,65536,7398.02
7792,16,65536,7397.12
7808,16,65536,7397.12
7824,16,65536,7397.63
7840,16,65536,7397.89
7856,16,65536,7397.5
7872,16,65536,7397.89
7888,16,65536,7397.89
7904,16,65536,7397.12
7920,16,65536,7398.02
7936,16,65536,7396.99
7952,16,65536,7397.12
7968,16,65536,7397.5
7984,16,65536,7397.12
8000,16,65536,7397.89
8016,16,65536,7398.02
8032,16,65536,7397.5
8048,16,65536,7397.5
8064,16,65536,7397.89
8080,16,65536,7397.12
8096,16,65536,7397.5
8112,16,65536,7397.89
8128,16,65536,7397.12
8144,16,65536,7397.12
8160,16,65536,7397.12
8176,16,65536,7398.02
8192,16,65536,7397.12
8208,16,65536,7397.89
8224,16,65536,7398.02
8240,16,65536,7397.5
8256,16,65536,7398.14
8272,16,65536,7397.12
8288,16,65536,7397.12
8304,16,65536,7397.89
8320,16,65536,7398.02
8336,16,65536,7398.02
8352,16,65536,7397.5
8368,16,65536,7397.89
8384,16,65536,7397.89
8400,16,65536,7397.89
8416,16,65536,7397.12
8432,16,65536,7397.5
8448,16,65536,7398.02
8464,16,65536,7397.12
8480,16,65536,7397.12
8496,16,65536,7397.5
8512,16,65536,7397.5
8528,16,65536,7397.12
8544,16,65536,7397.89
8560,16,65536,7397.12
8576,16,65536,7397.12
8592,16,65536,7397.89
8608,16,65536,7397.12
8624,16,65536,7397.12
8640,16,65536,7397.12
8656,16,65536,7397.5
8672,16,65536,7397.5
8688,16,65536,7397.5
8704,16,65536,7397.12
8720,16,65536,7397.89
8736,16,65536,7398.02
8752,16,65536,7396.99
8768,16,65536,7397.5
8784,16,65536,7397.12
8800,16,65536,7397.12
8816,16,65536,7397.12
8832,16,65536,7397.12
8848,16,65536,7398.02
8864,16,65536,7397.89
8880,16,65536,7398.02
8896,16,65536,7397.12
8912,16,65536,7397.5
8928,16,65536,7397.89
8944,16,65536,7397.12
8960,16,65536,7397.12
8976,16,65536,7397.5
8992,16,65536,7398.14
9008,16,65536,7398.14
9024,16,65536,7397.89
9040,16,65536,7397.5
9056,16,65536,7398.14
9072,16,65536,7397.89
9088,16,65536,7397.12
9104,16,65536,7397.5
9120,16,65536,7398.02
9136,16,65536,7396.99
9152,16,65536,7397.5
9168,16,65536,7397.12
9184,16,65536,7398.02
9200,16,65536,7397.12
9216,16,65536,7397.5
9232,16,65536,7397.12
9248,16,65536,7397.63
9264,16,65536,7398.02
9280,16,65536,7397.12
9296,16,65536,7397.12
9312,16,65536,7397.12
9328,16,65536,7397.12
9344,16,65536,7397.89
9360,16,65536,7397.89
9376,16,65536,7397.5
9392,16,65536,7397.89
9408,16,65536,7397.89
9424,16,65536,7397.12
9440,16,65536,7397.5
9456,16,65536,7397.89
9472,16,65536,7397.12
9488,16,65536,7397.12
9504,16,65536,7397.12
9520,16,65536,7398.02
9536,16,65536,7398.02
9552,16,65536,7397.89
9568,16,65536,7397.12
9584,16,65536,7397.12
9600,16,65536,7397.5
9616,16,65536,7397.12
9632,16,65536,7397.12
9648,16,65536,7397.5
9664,16,65536,7398.02
9680,16,65536,7398.14
9696,16,65536,7397.89
9712,16,65536,7397.89
9728,16,65536,7397.89
9744,16,65536,7398.02
9760,16,65536,7397.5
9776,16,65536,7397.12
9792,16,65536,7397.89
9808,16,65536,7397.12
9824,16,65536,7397.5
9840,16,65536,7397.5
9856,16,65536,7398.02
9872,16,65536,7397.63
9888,16,65536,7397.12
9904,16,65536,7397.12
9920,16,65536,7397.12
9936,16,65536,7397.89
9952,16,65536,7397.12
9968,16,65536,7397.12
9984,16,65536,7397.5
10000,16,65536,7397.12
10016,16,65536,7397.63
10032,16,65536,7397.89
10048,16,65536,7396.99
10064,16,65536,7397.12
10080,16,65536,7397.12
10096,16,65536,7397.12
10112,16,65536,7396.1
10128,16,65536,7397.89
10144,16,65536,7397.12
10160,16,65536,7397.12
10176,16,65536,7397.12
10192,16,65536,7397.89
10208,16,65536,7398.02
10224,16,65536,7397.89
10240,16,65536,7397.12
10256,16,65536,7397.5
10272,16,65536,7397.5
10288,16,65536,7397.12
10304,16,65536,7397.12
10320,16,65536,7397.89
10336,16,65536,7398.14
10352,16,65536,7398.02
10368,16,65536,7397.5
10384,16,65536,7398.14
10400,16,65536,7397.12
10416,16,65536,7397.89
10432,16,65536,7397.12
10448,16,65536,7397.12
10464,16,65536,7397.5
10480,16,65536,7397.12
10496,16,65536,7397.12
10512,16,65536,7397.63
10528,16,65536,7398.02
10544,16,65536,7397.63
10560,16,65536,7397.5
10576,16,65536,7397.5
10592,16,65536,7397.5
10608,16,65536,7397.89
10624,16,65536,7397.12
10640,16,65536,7397.12
10656,16,65536,7397.12
10672,16,65536,7397.5
10688,16,65536,7397.89
10704,16,65536,7397.89
10720,16,65536,7397.5
10736,16,65536,7397.89
10752,16,65536,7398.02
10768,16,65536,7397.12
10784,16,65536,7397.63
10800,16,65536,7397.12
10816,16,65536,7397.12
10832,16,65536,7397.12
10848,16,65536,7397.12
10864,16,65536,7398.02
10880,16,65536,7398.14
10896,16,65536,7398.02
10912,16,65536,7397.12
10928,16,65536,7397.5
10944,16,65536,7397.5
10960,16,65536,7397.12
10976,16,65536,7397.12
10992,16,65536,7397.89
11008,16,65536,7398.02
11024,16,65536,7397.5
11040,16,65536,7397.12
11056,16,65536,7397.5
11072,16,65536,7397.89
11088,16,65536,7397.89
11104,16,65536,7397.5
11120,16,65536,7397.12
11136,16,65536,7397.89
11152,16,65536,7397.12
11168,16,65536,7397.12
11184,16,65536,7397.5
11200,16,65536,7397.89
11216,16,65536,7397.63
11232,16,65536,7397.89
11248,16,65536,7397.12
11264,16,65536,7397.12
11280,16,65536,7397.5
11296,16,65536,7397.12
11312,16,65536,7397.12
11328,16,65536,7397.63
11344,16,65536,7396.86
11360,16,65536,7397.5
11376,16,65536,7397.5
11392,16,65536,7397.12
11408,16,65536,7397.89
11424,16,65536,7398.02
11440,16,65536,7397.12
11456,16,65536,7397.5
11472,16,65536,7398.02
11488,16,65536,7397.12
11504,16,65536,7397.12
11520,16,65536,7397.12
11536,16,65536,7398.02
11552,16,65536,7397.89
11568,16,65536,7397.12
11584,16,65536,7397.63
11600,16,65536,7397.12
11616,16,65536,7398.02
11632,16,65536,7397.12
11648,16,65536,7396.99
11664,16,65536,7397.5
11680,16,65536,7398.02
11696,16,65536,7398.02
11712,16,65536,7397.5
11728,16,65536,7398.02
11744,16,65536,7398.02
11760,16,65536,7398.02
11776,16,65536,7397.12
11792,16,65536,7397.5
11808,16,65536,7398.02
11824,16,65536,7397.12
11840,16,65536,7397.5
11856,16,65536,7397.12
11872,16,65536,7397.89
11888,16,65536,7397.12
11904,16,65536,7397.12
11920,16,65536,7397.89
11936,16,65536,7397.5
11952,16,65536,7397.89
11968,16,65536,7397.12
11984,16,65536,7397.12
12000,16,65536,7397.5
12016,16,65536,7397.12
12032,16,65536,7397.89
12048,16,65536,7397.5
12064,16,65536,7397.12
12080,16,65536,7397.89
12096,16,65536,7398.02
12112,16,65536,7397.12
12128,16,65536,7397.5
12144,16,65536,7398.02
12160,16,65536,7397.12
12176,16,65536,7397.12
12192,16,65536,7397.12
12208,16,65536,7398.02
12224,16,65536,7397.5
12240,16,65536,7397.89
12256,16,65536,7397.5
12272,16,65536,7397.12
12288,16,65536,7397.89
12304,16,65536,7397.12
12320,16,65536,7397.12
12336,16,65536,7397.5
12352,16,65536,7397.89
12368,16,65536,7398.02
12384,16,65536,7397.12
12400,16,65536,7397.12
12416,16,65536,7398.14
12432,16,65536,7397.12
12448,16,65536,7397.12
12464,16,65536,7397.12
12480,16,65536,7397.5
12496,16,65536,7397.12
12512,16,65536,7397.12
12528,16,65536,7397.5
12544,16,65536,7397.63
12560,16,65536,7397.12
12576,16,65536,7397.5
12592,16,65536,7397.12
12608,16,65536,7397.5
12624,16,65536,7398.02
12640,16,65536,7397.12
12656,16,65536,7397.12
12672,16,65536,7397.5
12688,16,65536,7397.5
12704,16,65536,7397.5
12720,16,65536,7397.5
12736,16,65536,7397.12
12752,16,65536,7398.14
12768,16,65536,7397.89
12784,16,65536,7397.12
12800,16,65536,7397.12
12816,16,65536,7397.5
12832,16,65536,7397.12
12848,16,65536,7397.12
12864,16,65536,7397.12
12880,16,65536,7398.02
12896,16,65536,7398.14
12912,16,65536,7397.63
12928,16,65536,7397.5
12944,16,65536,7397.12
12960,16,65536,7397.89
12976,16,65536,7397.12
12992,16,65536,7397.12
13008,16,65536,7397.5
13024,16,65536,7397.89
13040,16,65536,7398.02
13056,16,65536,7398.02
13072,16,65536,7397.12
13088,16,65536,7397.89
13104,16,65536,7398.02
13120,16,65536,7397.12
13136,16,65536,7397.89
13152,16,65536,7397.89
13168,16,65536,7397.12
13184,16,65536,7397.12
13200,16,65536,7398.02
13216,16,65536,7398.02
13232,16,65536,7397.12
13248,16,65536,7397.89
13264,16,65536,7397.63
13280,16,65536,7397.5
13296,16,65536,7397.89
13312,16,65536,7397.12
13328,16,65536,7397.12
13344,16,65536,7397.5
13360,16,65536,7397.12
13376,16,65536,7397.5
13392,16,65536,7397.5
13408,16,65536,7397.63
13424,16,65536,7397.89
13440,16,65536,7398.02
13456,16,65536,7397.12
13472,16,65536,7397.5
13488,16,65536,7398.02
13504,16,65536,7397.5
13520,16,65536,7397.12
13536,16,65536,7397.12
13552,16,65536,7397.89
13568,16,65536,7397.12
13584,16,65536,7397.5
13600,16,65536,7398.02
13616,16,65536,7397.12
13632,16,65536,7397.89
13648,16,65536,7397.12
13664,16,65536,7397.12
13680,16,65536,7397.5
13696,16,65536,7398.14
13712,16,65536,7398.02
13728,16,65536,7397.89
13744,16,65536,7398.02
13760,16,65536,7397.89
13776,16,65536,7397.89
13792,16,65536,7397.12
13808,16,65536,7397.12
13824,16,65536,7397.89
13840,16,65536,7397.12
13856,16,65536,7397.12
13872,16,65536,7397.12
13888,16,65536,7398.02
13904,16,65536,7397.5
13920,16,65536,7397.5
13936,16,65536,7397.12
13952,16,65536,7397.5
13968,16,65536,7398.02
13984,16,65536,7397.12
14000,16,65536,7397.12
14016,16,65536,7397.12
14032,16,65536,7397.12
14048,16,65536,7397.12
14064,16,65536,7398.02
14080,16,65536,7397.5
14096,16,65536,7398.02
14112,16,65536,7397.5
14128,16,65536,7397.12
14144,16,65536,7397.5
14160,16,65536,7397.89
14176,16,65536,7397.12
14192,16,65536,7397.12
14208,16,65536,7397.12
14224,16,65536,7397.89
14240,16,65536,7397.89
14256,16,65536,7397.89
14272,16,65536,7397.5
14288,16,65536,7397.12
14304,16,65536,7397.5
14320,16,65536,7397.12
14336,16,65536,7397.12
14352,16,65536,7397.89
14368,16,65536,7398.14
14384,16,65536,7397.89
14400,16,65536,7397.5
14416,16,65536,7397.5
14432,16,65536,7397.12
14448,16,65536,7398.02
14464,16,65536,7397.12
14480,16,65536,7397.89
14496,16,65536,7397.5
14512,16,65536,7397.12
14528,16,65536,7397.12
14544,16,65536,7397.12
14560,16,65536,7398.02
14576,16,65536,7397.12
14592,16,65536,7397.63
14608,16,65536,7397.5
14624,16,65536,7397.89
14640,16,65536,7397.12
14656,16,65536,7397.12
14672,16,65536,7397.12
14688,16,65536,7397.12
14704,16,65536,7397.12
14720,16,65536,7397.63
14736,16,65536,7397.89
14752,16,65536,7397.12
14768,16,65536,7397.89
14784,16,65536,7398.14
14800,16,65536,7397.12
14816,16,65536,7397.63
14832,16,65536,7397.5
14848,16,65536,7397.12
14864,16,65536,7397.12
14880,16,65536,7396.99
14896,16,65536,7397.89
14912,16,65536,7396.99
14928,16,65536,7397.89
14944,16,65536,7398.02
14960,16,65536,7397.12
14976,16,65536,7398.02
14992,16,65536,7397.12
15008,16,65536,7397.12
15024,16,65536,7397.5
15040,16,65536,7398.02
15056,16,65536,7398.02
15072,16,65536,7397.89
15088,16,65536,7397.5
15104,16,65536,7397.89
15120,16,65536,7397.89
15136,16,65536,7397.12
15152,16,65536,7397.12
15168,16,65536,7398.02
15184,16,65536,7397.12
15200,16,65536,7397.12
15216,16,65536,7397.12
15232,16,65536,7397.89
15248,16,65536,7397.5
15264,16,65536,7397.5
15280,16,65536,7397.5
15296,16,65536,7397.12
15312,16,65536,7396.86
15328,16,65536,7397.12
15344,16,65536,7397.12
15360,16,65536,7397.12
15376,16,65536,7397.12
15392,16,65536,7397.89
15408,16,65536,7397.5
15424,16,65536,7397.12
15440,16,65536,7397.89
15456,16,65536,7398.02
15472,16,65536,7397.12
15488,16,65536,7397.5
15504,16,65536,7397.89
15520,16,65536,7397.12
15536,16,65536,7397.12
15552,16,65536,7397.5
15568,16,65536,7397.89
15584,16,65536,7397.89
15600,16,65536,7397.12
15616,16,65536,7397.5
15632,16,65536,7397.89
15648,16,65536,7397.5
15664,16,65536,7397.12
15680,16,65536,7397.12
15696,16,65536,7397.89
15712,16,65536,7398.02
15728,16,65536,7397.63
15744,16,65536,7397.89
15760,16,65536,7398.02
15776,16,65536,7397.89
15792,16,65536,7397.89
15808,16,65536,7397.12
15824,16,65536,7397.12
15840,16,65536,7398.02
15856,16,65536,7397.12
15872,16,65536,7397.12
15888,16,65536,7397.5
15904,16,65536,7397.89
15920,16,65536,7397.12
15936,16,65536,7397.89
15952,16,65536,7397.5
15968,16,65536,7397.63
15984,16,65536,7398.02
16000,16,65536,7397.12
16016,16,65536,7397.12
16032,16,65536,7397.5
16048,16,65536,7397.12
16064,16,65536,7397.89
16080,16,65536,7397.5
16096,16,65536,7397.5
16112,16,65536,7397.5
16128,16,65536,7397.89
16144,16,65536,7397.12
16160,16,65536,7397.5
16176,16,65536,7397.5
16192,16,65536,7397.12
16208,16,65536,7397.12
16224,16,65536,7397.12
16240,16,65536,7397.89
16256,16,65536,7397.5
16272,16,65536,7397.89
16288,16,65536,7397.12
16304,16,65536,7397.12
16320,16,65536,7398.14
16336,16,65536,7397.12
16352,16,65536,7397.12
16368,16,65536,7397.63
16384,16,65536,7397.89
16400,16,65536,7398.02
16416,16,65536,7397.89
16432,16,65536,7398.02
16448,16,65536,7398.02
16464,16,65536,7397.63
16480,16,65536,7397.12
16496,16,65536,7397.12
16512,16,65536,7397.89
16528,16,65536,7397.12
16544,16,65536,7397.12
16560,16,65536,7397.12
16576,16,65536,7397.89
16592,16,65536,7398.02
16608,16,65536,7398.02
16624,16,65536,7397.12
16640,16,65536,7397.63
16656,16,65536,7397.5
16672,16,65536,7397.12
16688,16,65536,7397.12
16704,16,65536,7397.5
16720,16,65536,7397.12
16736,16,65536,7397.5
16752,16,65536,7397.63
16768,16,65536,7397.63
16784,16,65536,7398.02
16800,16,65536,7398.02
16816,16,65536,7397.12
16832,16,65536,7397.5
16848,16,65536,7397.5
16864,16,65536,7397.12
16880,16,65536,7397.12
16896,16,65536,7397.12
16912,16,65536,7398.02
16928,16,65536,7397.89
16944,16,65536,7397.5
16960,16,65536,7397.5
16976,16,65536,7397.5
16992,16,65536,7398.02
17008,16,65536,7397.12
17024,16,65536,7397.12
17040,16,65536,7397.63
17056,16,65536,7397.89
17072,16,65536,7398.02
17088,16,65536,7397.5
17104,16,65536,7398.02
17120,16,65536,7397.89
17136,16,65536,7398.02
17152,16,65536,7397.12
17168,16,65536,7397.63
17184,16,65536,7397.89
17200,16,65536,7397.12
17216,16,65536,7397.12
