range (byte),stride (byte),niter,t (us)
52992,16,65536,7397.12
53008,16,65536,7397.12
53024,16,65536,7397.5
53040,16,65536,7398.02
53056,16,65536,7397.5
53072,16,65536,7397.12
53088,16,65536,7397.63
53104,16,65536,7397.12
53120,16,65536,7397.12
53136,16,65536,7397.89
53152,16,65536,7397.12
53168,16,65536,7397.12
53184,16,65536,7397.12
53200,16,65536,7397.12
53216,16,65536,7397.89
53232,16,65536,7398.02
53248,16,65536,7398.02
53264,16,65536,7397.5
53280,16,65536,7398.02
53296,16,65536,7397.12
53312,16,65536,7397.12
53328,16,65536,7397.5
53344,16,65536,7397.89
53360,16,65536,7397.89
53376,16,65536,7397.5
53392,16,65536,7397.5
53408,16,65536,7397.89
53424,16,65536,7398.02
53440,16,65536,7397.12
53456,16,65536,7397.5
53472,16,65536,7397.12
53488,16,65536,7397.12
53504,16,65536,7397.12
53520,16,65536,7397.5
53536,16,65536,7398.02
53552,16,65536,7397.12
53568,16,65536,7397.89
53584,16,65536,7397.63
53600,16,65536,7397.89
53616,16,65536,7398.02
53632,16,65536,7397.12
53648,16,65536,7397.12
53664,16,65536,7397.12
53680,16,65536,7397.12
53696,16,65536,7397.89
53712,16,65536,7397.5
53728,16,65536,7397.12
53744,16,65536,7397.89
53760,16,65536,7398.02
53776,16,65536,7397.12
53792,16,65536,7397.5
53808,16,65536,7397.5
53824,16,65536,7397.5
53840,16,65536,7397.12
53856,16,65536,7397.12
53872,16,65536,7398.02
53888,16,65536,7398.14
53904,16,65536,7398.02
53920,16,65536,7397.5
53936,16,65536,7397.12
53952,16,65536,7398.02
53968,16,65536,7397.12
53984,16,65536,7397.12
54000,16,65536,7397.89
54016,16,65536,7398.14
54032,16,65536,7398.02
54048,16,65536,7397.89
54064,16,65536,7397.5
54080,16,65536,7398.02
54096,16,65536,7397.89
54112,16,65536,7397.12
54128,16,65536,7397.5
54144,16,65536,7398.02
54160,16,65536,7397.12
54176,16,65536,7397.12
54192,16,65536,7397.12
54208,16,65536,7398.02
54224,16,65536,7396.99
54240,16,65536,7397.89
54256,16,65536,7397.5
54272,16,65536,7397.89
54288,16,65536,7397.89
54304,16,65536,7397.12
54320,16,65536,7397.12
54336,16,65536,7397.5
54352,16,65536,7397.12
54368,16,65536,7397.5
54384,16,65536,7397.5
54400,16,65536,7397.63
54416,16,65536,7397.89
54432,16,65536,7398.02
54448,16,65536,7397.12
54464,16,65536,7397.12
54480,16,65536,7397.63
54496,16,65536,7397.12
54512,16,65536,7397.12
54528,16,65536,7397.12
54544,16,65536,7397.89
54560,16,65536,7397.5
54576,16,65536,7397.89
54592,16,65536,7397.5
54608,16,65536,7397.12
54624,16,65536,7397.89
54640,16,65536,7397.12
54656,16,65536,7397.12
54672,16,65536,7397.89
54688,16,65536,7398.02
54704,16,65536,7398.02
54720,16,65536,7397.5
54736,16,65536,7397.89
54752,16,65536,7398.14
54768,16,65536,7398.14
54784,16,65536,7397.12
54800,16,65536,7397.5
54816,16,65536,7398.02
54832,16,65536,7397.5
54848,16,65536,7397.5
54864,16,65536,7397.12
54880,16,65536,7397.89
54896,16,65536,7397.5
54912,16,65536,7397.12
54928,16,65536,7397.12
54944,16,65536,7397.5
54960,16,65536,7397.5
54976,16,65536,7397.12
54992,16,65536,7397.63
55008,16,65536,7397.5
55024,16,65536,7397.12
55040,16,65536,7398.02
55056,16,65536,7397.12
55072,16,65536,7397.12
55088,16,65536,7397.89
55104,16,65536,7398.02
55120,16,65536,7397.12
55136,16,65536,7397.5
55152,16,65536,7397.12
55168,16,65536,7397.12
55184,16,65536,7397.12
55200,16,65536,7397.12
55216,16,65536,7397.5
55232,16,65536,7397.89
55248,16,65536,7397.5
55264,16,65536,7397.12
55280,16,65536,7397.12
55296,16,65536,7397.5
55312,16,65536,7397.5
55328,16,65536,7397.12
55344,16,65536,7397.89
55360,16,65536,7397.5
55376,16,65536,7398.14
55392,16,65536,7397.5
55408,16,65536,7398.02
55424,16,65536,7397.89
55440,16,65536,7398.02
55456,16,65536,7397.12
55472,16,65536,7397.12
55488,16,65536,7397.89
55504,16,65536,7397.12
55520,16,65536,7397.12
55536,16,65536,7397.12
55552,16,65536,7397.89
55568,16,65536,7397.5
55584,16,65536,7397.5
55600,16,65536,7397.12
55616,16,65536,7397.89
55632,16,65536,7398.02
55648,16,65536,7397.12
55664,16,65536,7397.12
55680,16,65536,7396.99
55696,16,65536,7396.99
55712,16,65536,7398.02
55728,16,65536,7398.02
55744,16,65536,7397.12
55760,16,65536,7398.14
55776,16,65536,7398.02
55792,16,65536,7397.12
55808,16,65536,7397.89
55824,16,65536,7397.12
55840,16,65536,7397.12
55856,16,65536,7397.12
55872,16,65536,7397.12
55888,16,65536,7397.89
55904,16,65536,7397.5
55920,16,65536,7397.89
55936,16,65536,7397.12
55952,16,65536,7398.02
55968,16,65536,7397.89
55984,16,65536,7397.12
56000,16,65536,7397.12
56016,16,65536,7397.89
56032,16,65536,7397.89
56048,16,65536,7398.02
56064,16,65536,7397.63
56080,16,65536,7397.89
56096,16,65536,7398.14
56112,16,65536,7398.14
56128,16,65536,7397.12
56144,16,65536,7397.12
56160,16,65536,7397.89
56176,16,65536,7397.12
56192,16,65536,7397.12
56208,16,65536,7397.12
56224,16,65536,7398.02
56240,16,65536,7396.99
56256,16,65536,7397.5
56272,16,65536,7397.12
56288,16,65536,7397.89
56304,16,65536,7397.5
56320,16,65536,7397.12
56336,16,65536,7397.12
56352,16,65536,7397.12
56368,16,65536,7397.12
56384,16,65536,7398.02
56400,16,65536,7397.89
56416,16,65536,7397.12
56432,16,65536,7397.89
56448,16,65536,7397.89
56464,16,65536,7397.12
56480,16,65536,7397.5
56496,16,65536,7397.5
56512,16,65536,7397.12
56528,16,65536,7397.12
56544,16,65536,7397.12
56560,16,65536,7397.89
56576,16,65536,7397.89
56592,16,65536,7397.89
56608,16,65536,7397.5
56624,16,65536,7397.12
56640,16,65536,7397.89
56656,16,65536,7397.12
56672,16,65536,7397.12
56688,16,65536,7397.89
56704,16,65536,7398.02
56720,16,65536,7398.02
56736,16,65536,7397.63
56752,16,65536,7398.02
56768,16,65536,7397.89
56784,16,65536,7398.14
56800,16,65536,7397.12
56816,16,65536,7397.12
56832,16,65536,7397.89
56848,16,65536,7397.12
56864,16,65536,7397.12
56880,16,65536,7397.12
56896,16,65536,7397.89
56912,16,65536,7397.5
56928,16,65536,7397.63
56944,16,65536,7397.63
56960,16,65536,7397.63
56976,16,65536,7397.89
56992,16,65536,7397.12
57008,16,65536,7397.12
57024,16,65536,7397.5
57040,16,65536,7397.12
57056,16,65536,7398.02
57072,16,65536,7397.5
57088,16,65536,7397.12
57104,16,65536,7398.02
57120,16,65536,7397.5
57136,16,65536,7397.12
57152,16,65536,7396.99
57168,16,65536,7397.5
57184,16,65536,7396.99
57200,16,65536,7397.12
57216,16,65536,7397.12
57232,16,65536,7397.89
57248,16,65536,7397.89
57264,16,65536,7398.02
57280,16,65536,7397.12
57296,16,65536,7397.12
57312,16,65536,7396.99
57328,16,65536,7397.5
57344,16,65536,7397.12
57360,16,65536,7397.89
57376,16,65536,7397.12
57392,16,65536,7396.99
57408,16,65536,7397.63
57424,16,65536,7398.02
57440,16,65536,7397.12
57456,16,65536,7397.12
57472,16,65536,7397.12
57488,16,65536,7397.5
57504,16,65536,7398.02
57520,16,65536,7397.12
57536,16,65536,7397.5
57552,16,65536,7397.12
57568,16,65536,7397.5
57584,16,65536,7397.5
57600,16,65536,7397.5
57616,16,65536,7397.5
57632,16,65536,7397.89
57648,16,65536,7398.02
57664,16,65536,7397.12
57680,16,65536,7397.12
57696,16,65536,7397.63
57712,16,65536,7397.12
57728,16,65536,7398.02
57744,16,65536,7397.5
57760,16,65536,7397.5
57776,16,65536,7398.14
57792,16,65536,7397.89
57808,16,65536,7397.12
57824,16,65536,7397.12
57840,16,65536,7397.63
57856,16,65536,7397.12
57872,16,65536,7397.12
57888,16,65536,7397.12
57904,16,65536,7397.89
57920,16,65536,7397.89
57936,16,65536,7397.5
57952,16,65536,7397.5
57968,16,65536,7397.12
57984,16,65536,7397.89
58000,16,65536,7397.12
58016,16,65536,7397.12
58032,16,65536,7398.02
58048,16,65536,7398.02
58064,16,65536,7397.5
58080,16,65536,7397.63
58096,16,65536,7398.02
58112,16,65536,7398.02
58128,16,65536,7397.89
58144,16,65536,7397.12
58160,16,65536,7397.12
58176,16,65536,7397.89
58192,16,65536,7397.12
58208,16,65536,7397.12
58224,16,65536,7397.63
58240,16,65536,7397.89
58256,16,65536,7397.12
58272,16,65536,7397.89
58288,16,65536,7397.5
58304,16,65536,7397.5
58320,16,65536,7398.02
58336,16,65536,7397.12
58352,16,65536,7397.12
58368,16,65536,7397.5
58384,16,65536,7397.12
58400,16,65536,7397.5
58416,16,65536,7397.5
58432,16,65536,7397.5
58448,16,65536,7397.89
58464,16,65536,7398.02
58480,16,65536,7397.12
58496,16,65536,7397.12
58512,16,65536,7397.12
58528,16,65536,7397.12
58544,16,65536,7397.12
58560,16,65536,7397.12
58576,16,65536,7398.14
58592,16,65536,7398.02
58608,16,65536,7397.89
58624,16,65536,7397.12
58640,16,65536,7396.99
58656,16,65536,7397.89
58672,16,65536,7397.12
58688,16,65536,7397.12
58704,16,65536,7397.89
58720,16,65536,7398.02
58736,16,65536,7398.02
58752,16,65536,7397.89
58768,16,65536,7397.89
58784,16,65536,7397.89
58800,16,65536,7397.89
58816,16,65536,7397.12
58832,16,65536,7397.5
58848,16,65536,7397.12
58864,16,65536,7397.12
58880,16,65536,7397.12
58896,16,65536,7397.5
58912,16,65536,7397.5
58928,16,65536,7397.12
58944,16,65536,7397.89
58960,16,65536,7397.89
58976,16,65536,7397.12
58992,16,65536,7397.5
59008,16,65536,7397.12
59024,16,65536,7397.12
59040,16,65536,7397.12
59056,16,65536,7397.12
59072,16,65536,7397.89
59088,16,65536,7397.5
59104,16,65536,7397.5
59120,16,65536,7398.02
59136,16,65536,7398.02
59152,16,65536,7396.99
59168,16,65536,7397.12
59184,16,65536,7397.89
59200,16,65536,7397.12
59216,16,65536,7397.12
59232,16,65536,7397.12
59248,16,65536,7398.02
59264,16,65536,7397.89
59280,16,65536,7398.02
59296,16,65536,7397.5
59312,16,65536,7397.12
59328,16,65536,7397.89
59344,16,65536,7397.12
59360,16,65536,7397.12
59376,16,65536,7398.02
59392,16,65536,7397.89
59408,16,65536,7397.89
59424,16,65536,7397.89
59440,16,65536,7397.89
59456,16,65536,7397.12
59472,16,65536,7397.89
59488,16,65536,7397.12
59504,16,65536,7397.12
59520,16,65536,7398.02
59536,16,65536,7397.12
59552,16,65536,7397.12
59568,16,65536,7397.12
59584,16,65536,7397.89
59600,16,65536,7397.12
59616,16,65536,7398.02
59632,16,65536,7397.5
59648,16,65536,7397.12
59664,16,65536,7398.02
59680,16,65536,7397.12
59696,16,65536,7397.12
59712,16,65536,7397.12
59728,16,65536,7397.12
59744,16,65536,7398.02
59760,16,65536,7398.02
59776,16,65536,7397.5
59792,16,65536,7397.89
59808,16,65536,7398.02
59824,16,65536,7397.12
59840,16,65536,7397.12
59856,16,65536,7397.5
59872,16,65536,7397.12
59888,16,65536,7397.12
59904,16,65536,7397.12
59920,16,65536,7397.89
59936,16,65536,7397.89
59952,16,65536,7397.89
59968,16,65536,7397.12
59984,16,65536,7397.12
60000,16,65536,7398.02
60016,16,65536,7397.12
60032,16,65536,7397.12
60048,16,65536,7397.89
60064,16,65536,7398.14
60080,16,65536,7398.02
60096,16,65536,7397.5
60112,16,65536,7397.89
60128,16,65536,7398.02
60144,16,65536,7398.02
60160,16,65536,7396.99
60176,16,65536,7398.02
60192,16,65536,7398.02
60208,16,65536,7397.12
60224,16,65536,7397.12
60240,16,65536,7397.5
60256,16,65536,7397.89
60272,16,65536,7397.5
60288,16,65536,7397.5
60304,16,65536,7397.89
60320,16,65536,7397.12
60336,16,65536,7398.14
60352,16,65536,7397.12
60368,16,65536,7397.12
60384,16,65536,7397.5
60400,16,65536,7397.12
60416,16,65536,7398.02
60432,16,65536,7398.02
60448,16,65536,7397.5
60464,16,65536,7397.89
60480,16,65536,7398.02
60496,16,65536,7397.12
60512,16,65536,7397.12
60528,16,65536,7397.89
60544,16,65536,7397.12
60560,16,65536,7397.12
60576,16,65536,7397.12
60592,16,65536,7398.02
60608,16,65536,7397.63
60624,16,65536,7397.89
60640,16,65536,7397.5
60656,16,65536,7397.12
60672,16,65536,7396.1
60688,16,65536,7396.99
60704,16,65536,7397.12
60720,16,65536,7397.12
60736,16,65536,7397.12
60752,16,65536,7396.61
60768,16,65536,7397.12
60784,16,65536,7398.02
60800,16,65536,7398.14
60816,16,65536,7398.02
60832,16,65536,7396.86
60848,16,65536,7397.12
60864,16,65536,7398.02
60880,16,65536,7397.12
60896,16,65536,7396.99
60912,16,65536,7397.12
60928,16,65536,7398.02
60944,16,65536,7397.5
60960,16,65536,7396.99
60976,16,65536,7397.5
60992,16,65536,7397.5
61008,16,65536,7398.02
61024,16,65536,7397.12
61040,16,65536,7397.12
61056,16,65536,7397.5
61072,16,65536,7397.5
61088,16,65536,7397.12
61104,16,65536,7397.12
61120,16,65536,7397.12
61136,16,65536,7397.89
61152,16,65536,7398.14
61168,16,65536,7397.12
61184,16,65536,7397.12
61200,16,65536,7397.89
61216,16,65536,7397.12
61232,16,65536,7397.12
61248,16,65536,7397.12
61264,16,65536,7397.12
61280,16,65536,7397.89
61296,16,65536,7397.5
61312,16,65536,7397.5
61328,16,65536,7397.12
61344,16,65536,7397.89
61360,16,65536,7397.12
61376,16,65536,7397.12
61392,16,65536,7397.63
61408,16,65536,7398.14
61424,16,65536,7397.89
61440,16,65536,7397.89
61456,16,65536,7397.5
61472,16,65536,7397.5
61488,16,65536,7398.14
61504,16,65536,7397.12
61520,16,65536,7397.12
61536,16,65536,7397.89
61552,16,65536,7397.12
61568,16,65536,7397.12
61584,16,65536,7397.5
61600,16,65536,7397.89
61616,16,65536,7397.12
61632,16,65536,7397.89
61648,16,65536,7397.12
61664,16,65536,7397.12
61680,16,65536,7398.02
61696,16,65536,7397.12
61712,16,65536,7397.5
61728,16,65536,7397.12
61744,16,65536,7397.12
61760,16,65536,7398.02
61776,16,65536,7397.12
61792,16,65536,7396.99
61808,16,65536,7397.63
61824,16,65536,7398.02
61840,16,65536,7397.12
61856,16,65536,7397.5
61872,16,65536,7397.5
61888,16,65536,7397.12
61904,16,65536,7397.12
61920,16,65536,7397.12
61936,16,65536,7397.89
61952,16,65536,7397.89
61968,16,65536,7398.02
61984,16,65536,7397.12
62000,16,65536,7397.12
62016,16,65536,7398.02
62032,16,65536,7397.12
62048,16,65536,7397.12
62064,16,65536,7397.63
62080,16,65536,7397.89
62096,16,65536,7398.02
62112,16,65536,7397.12
62128,16,65536,7398.02
62144,16,65536,7397.12
62160,16,65536,7397.12
62176,16,65536,7397.12
62192,16,65536,7397.5
62208,16,65536,7397.5
62224,16,65536,7397.12
62240,16,65536,7397.12
62256,16,65536,7397.5
62272,16,65536,7397.89
62288,16,65536,7397.5
62304,16,65536,7397.5
62320,16,65536,7397.63
62336,16,65536,7397.12
62352,16,65536,7397.89
62368,16,65536,7397.12
62384,16,65536,7397.12
62400,16,65536,7397.12
62416,16,65536,7397.12
62432,16,65536,7397.12
62448,16,65536,7398.02
62464,16,65536,7397.63
62480,16,65536,7398.02
62496,16,65536,7398.02
62512,16,65536,7396.99
62528,16,65536,7397.5
62544,16,65536,7396.99
62560,16,65536,7396.99
62576,16,65536,7397.12
62592,16,65536,7397.12
62608,16,65536,7398.02
62624,16,65536,7397.89
62640,16,65536,7398.14
62656,16,65536,7397.89
62672,16,65536,7397.5
62688,16,65536,7398.02
62704,16,65536,7396.1
62720,16,65536,7396.48
62736,16,65536,7396.86
62752,16,65536,7397.5
62768,16,65536,7397.12
62784,16,65536,7396.86
62800,16,65536,7397.5
62816,16,65536,7397.12
62832,16,65536,7397.5
62848,16,65536,7397.12
62864,16,65536,7397.12
62880,16,65536,7397.12
62896,16,65536,7396.86
62912,16,65536,7397.12
62928,16,65536,7396.99
62944,16,65536,7397.12
62960,16,65536,7397.12
62976,16,65536,7396.99
62992,16,65536,7397.12
63008,16,65536,7396.99
63024,16,65536,7397.12
63040,16,65536,7397.12
63056,16,65536,7396.99
63072,16,65536,7397.12
63088,16,65536,7396.99
63104,16,65536,7397.12
63120,16,65536,7397.12
63136,16,65536,7397.12
63152,16,65536,7397.89
63168,16,65536,7398.02
63184,16,65536,7397.12
63200,16,65536,7397.5
63216,16,65536,7397.63
63232,16,65536,7397.12
63248,16,65536,7397.12
63264,16,65536,7397.12
63280,16,65536,7397.89
63296,16,65536,7397.89
63312,16,65536,7397.89
63328,16,65536,7397.12
63344,16,65536,7396.99
63360,16,65536,7398.02
63376,16,65536,7397.12
63392,16,65536,7397.12
63408,16,65536,7397.89
63424,16,65536,7398.02
63440,16,65536,7397.89
63456,16,65536,7397.5
63472,16,65536,7397.12
63488,16,65536,7398.14
63504,16,65536,7398.02
63520,16,65536,7397.12
63536,16,65536,7397.5
63552,16,65536,7397.5
63568,16,65536,7397.12
63584,16,65536,7397.12
63600,16,65536,7397.5
63616,16,65536,7397.89
63632,16,65536,7397.89
63648,16,65536,7397.5
63664,16,65536,7397.89
63680,16,65536,7397.12
63696,16,65536,7398.14
63712,16,65536,7397.12
63728,16,65536,7397.12
63744,16,65536,7397.12
63760,16,65536,7397.12
63776,16,65536,7397.5
63792,16,65536,7398.14
63808,16,65536,7397.5
63824,16,65536,7397.5
63840,16,65536,7397.89
63856,16,65536,7397.12
63872,16,65536,7397.5
63888,16,65536,7397.89
63904,16,65536,7397.12
63920,16,65536,7397.12
63936,16,65536,7397.12
63952,16,65536,7397.5
63968,16,65536,7397.5
63984,16,65536,7398.02
64000,16,65536,7397.12
64016,16,65536,7398.14
64032,16,65536,7398.02
64048,16,65536,7397.12
64064,16,65536,7397.12
64080,16,65536,7397.89
64096,16,65536,7398.02
64112,16,65536,7398.02
64128,16,65536,7397.5
64144,16,65536,7398.02
64160,16,65536,7398.02
64176,16,65536,7397.89
64192,16,65536,7397.12
64208,16,65536,7397.12
64224,16,65536,7397.89
64240,16,65536,7397.12
64256,16,65536,7397.12
64272,16,65536,7397.5
64288,16,65536,7398.02
64304,16,65536,7397.5
64320,16,65536,7397.89
64336,16,65536,7398.02
64352,16,65536,7397.12
64368,16,65536,7397.5
64384,16,65536,7397.12
64400,16,65536,7397.12
64416,16,65536,7397.12
64432,16,65536,7397.5
64448,16,65536,7397.89
64464,16,65536,7397.89
64480,16,65536,7397.5
64496,16,65536,7398.02
64512,16,65536,7397.89
64528,16,65536,7397.12
64544,16,65536,7397.5
64560,16,65536,7398.02
64576,16,65536,7397.12
64592,16,65536,7397.12
64608,16,65536,7397.5
64624,16,65536,7398.02
64640,16,65536,7397.5
64656,16,65536,7398.02
64672,16,65536,7397.89
64688,16,65536,7397.12
64704,16,65536,7397.89
64720,16,65536,7397.12
64736,16,65536,7397.12
64752,16,65536,7398.14
64768,16,65536,7398.14
64784,16,65536,7397.5
64800,16,65536,7397.5
64816,16,65536,7397.12
64832,16,65536,7397.89
64848,16,65536,7397.89
64864,16,65536,7397.12
64880,16,65536,7397.12
64896,16,65536,7398.14
64912,16,65536,7396.1
64928,16,65536,7397.12
64944,16,65536,7397.12
64960,16,65536,7397.89
64976,16,65536,7397.89
64992,16,65536,7398.02
65008,16,65536,7397.12
65024,16,65536,7397.12
65040,16,65536,7397.89
65056,16,65536,7397.12
65072,16,65536,7397.12
65088,16,65536,7397.12
65104,16,65536,7397.12
65120,16,65536,7397.5
65136,16,65536,7398.02
65152,16,65536,7397.5
65168,16,65536,7398.14
65184,16,65536,7398.02
65200,16,65536,7397.12
65216,16,65536,7397.63
65232,16,65536,7398.02
65248,16,65536,7397.12
65264,16,65536,7397.12
65280,16,65536,7397.12
65296,16,65536,7397.89
65312,16,65536,7397.63
65328,16,65536,7398.02
65344,16,65536,7397.5
65360,16,65536,7397.12
65376,16,65536,7398.02
65392,16,65536,7397.12
65408,16,65536,7397.12
65424,16,65536,7397.89
65440,16,65536,7398.14
65456,16,65536,7397.89
65472,16,65536,7398.02
65488,16,65536,7397.5
65504,16,65536,7397.89
65520,16,65536,7398.02
65536,16,65536,7397.12
65552,16,65536,7397.89
65568,16,65536,7398.02
65584,16,65536,7397.12
65600,16,65536,7397.12
65616,16,65536,7397.12
65632,16,65536,7398.02
65648,16,65536,7397.63
65664,16,65536,7397.89
65680,16,65536,7397.89
65696,16,65536,7397.5
65712,16,65536,7397.89
65728,16,65536,7397.12
65744,16,65536,7396.48
65760,16,65536,7396.99
65776,16,65536,7397.12
65792,16,65536,7397.89
65808,16,65536,7398.02
65824,16,65536,7397.63
65840,16,65536,7397.12
65856,16,65536,7397.5
65872,16,65536,7397.12
65888,16,65536,7397.5
65904,16,65536,7397.89
65920,16,65536,7397.12
65936,16,65536,7397.12
65952,16,65536,7397.12
65968,16,65536,7398.02
65984,16,65536,7398.02
66000,16,65536,7397.89
66016,16,65536,7397.12
66032,16,65536,7397.12
66048,16,65536,7397.89
66064,16,65536,7397.12
66080,16,65536,7397.12
66096,16,65536,7397.12
66112,16,65536,7397.89
66128,16,65536,7397.89
66144,16,65536,7397.12
66160,16,65536,7398.02
66176,16,65536,7397.5
66192,16,65536,7398.02
66208,16,65536,7397.12
66224,16,65536,7397.12
66240,16,65536,7397.89
66256,16,65536,7397.12
66272,16,65536,7397.12
66288,16,65536,7397.12
66304,16,65536,7398.02
66320,16,65536,7397.5
66336,16,65536,7397.89
66352,16,65536,7397.12
66368,16,65536,7397.12
66384,16,65536,7398.02
66400,16,65536,7397.12
66416,16,65536,7397.12
66432,16,65536,7397.12
66448,16,65536,7397.12
66464,16,65536,7397.89
66480,16,65536,7398.02
66496,16,65536,7397.5
66512,16,65536,7398.14
66528,16,65536,7397.89
66544,16,65536,7397.12
66560,16,65536,7397.5
66576,16,65536,7397.5
66592,16,65536,7397.12
66608,16,65536,7397.12
66624,16,65536,7397.12
66640,16,65536,7398.14
66656,16,65536,7397.5
66672,16,65536,7397.89
66688,16,65536,7397.63
66704,16,65536,7397.12
66720,16,65536,7398.02
66736,16,65536,7397.12
66752,16,65536,7397.12
66768,16,65536,7397.5
66784,16,65536,7397.89
66800,16,65536,7398.02
66816,16,65536,7397.5
66832,16,65536,7397.89
66848,16,65536,7397.63
66864,16,65536,7397.12
66880,16,65536,7397.12
66896,16,65536,7397.5
66912,16,65536,7397.5
66928,16,65536,7397.12
66944,16,65536,7397.12
66960,16,65536,7397.12
66976,16,65536,7397.5
66992,16,65536,7397.5
67008,16,65536,7397.5
67024,16,65536,7397.12
67040,16,65536,7397.12
67056,16,65536,7397.5
67072,16,65536,7396.99
67088,16,65536,7397.12
67104,16,65536,7397.12
67120,16,65536,7397.12
67136,16,65536,7397.89
67152,16,65536,7397.12
67168,16,65536,7397.5
67184,16,65536,7398.02
67200,16,65536,7398.02
67216,16,65536,7397.12
67232,16,65536,7397.5
67248,16,65536,7397.89
67264,16,65536,7397.12
67280,16,65536,7397.12
67296,16,65536,7397.12
67312,16,65536,7398.02
67328,16,65536,7398.02
67344,16,65536,7397.89
67360,16,65536,7397.63
67376,16,65536,7397.12
67392,16,65536,7397.5
67408,16,65536,7396.86
67424,16,65536,7396.48
67440,16,65536,7397.89
67456,16,65536,7397.89
67472,16,65536,7397.89
67488,16,65536,7397.5
67504,16,65536,7397.63
67520,16,65536,7397.89
67536,16,65536,7398.02
67552,16,65536,7397.12
67568,16,65536,7397.5
67584,16,65536,7397.12
67600,16,65536,7397.12
67616,16,65536,7397.12
67632,16,65536,7397.12
67648,16,65536,7397.5
67664,16,65536,7397.5
67680,16,65536,7397.89
67696,16,65536,7398.02
67712,16,65536,7397.12
67728,16,65536,7397.89
67744,16,65536,7397.12
67760,16,65536,7397.12
67776,16,65536,7396.86
67792,16,65536,7397.12
67808,16,65536,7396.48
67824,16,65536,7397.63
67840,16,65536,7397.5
67856,16,65536,7398.02
67872,16,65536,7397.89
67888,16,65536,7397.12
67904,16,65536,7397.5
67920,16,65536,7397.89
67936,16,65536,7397.12
67952,16,65536,7397.12
67968,16,65536,7397.5
67984,16,65536,7397.63
68000,16,65536,7397.63
68016,16,65536,7397.89
68032,16,65536,7397.5
68048,16,65536,7397.5
68064,16,65536,7397.89
68080,16,65536,7397.12
68096,16,65536,7397.12
68112,16,65536,7397.89
68128,16,65536,7398.14
68144,16,65536,7397.89
68160,16,65536,7397.5
68176,16,65536,7397.5
68192,16,65536,7398.02
68208,16,65536,7397.89
68224,16,65536,7397.12
68240,16,65536,7397.5
68256,16,65536,7398.02
68272,16,65536,7397.12
68288,16,65536,7397.12
68304,16,65536,7397.12
68320,16,65536,7397.89
68336,16,65536,7397.12
68352,16,65536,7397.12
68368,16,65536,7397.12
68384,16,65536,7397.12
68400,16,65536,7397.89
68416,16,65536,7397.12
68432,16,65536,7397.12
68448,16,65536,7397.63
68464,16,65536,7397.12
68480,16,65536,7397.5
68496,16,65536,7397.5
68512,16,65536,7397.5
68528,16,65536,7398.02
68544,16,65536,7397.89
68560,16,65536,7397.12
68576,16,65536,7397.5
68592,16,65536,7397.89
68608,16,65536,7397.12
68624,16,65536,7397.12
68640,16,65536,7397.12
68656,16,65536,7398.02
68672,16,65536,7397.63
68688,16,65536,7397.5
68704,16,65536,7397.12
68720,16,65536,7397.12
68736,16,65536,7397.5
68752,16,65536,7397.12
68768,16,65536,7397.12
68784,16,65536,7397.5
68800,16,65536,7398.14
68816,16,65536,7398.14
68832,16,65536,7397.12
68848,16,65536,7397.5
68864,16,65536,7397.5
68880,16,65536,7397.89
68896,16,65536,7397.12
68912,16,65536,7397.12
68928,16,65536,7397.89
68944,16,65536,7397.12
68960,16,65536,7397.12
68976,16,65536,7397.12
68992,16,65536,7398.02
69008,16,65536,7397.5
69024,16,65536,7397.5
69040,16,65536,7397.5
69056,16,65536,7397.12
69072,16,65536,7398.02
69088,16,65536,7397.12
69104,16,65536,7397.12
69120,16,65536,7397.5
69136,16,65536,7397.12
69152,16,65536,7398.02
69168,16,65536,7397.5
69184,16,65536,7397.63
69200,16,65536,7397.89
69216,16,65536,7397.89
69232,16,65536,7397.12
69248,16,65536,7397.5
69264,16,65536,7397.5
69280,16,65536,7397.12
69296,16,65536,7397.12
69312,16,65536,7397.12
69328,16,65536,7397.89
69344,16,65536,7397.5
69360,16,65536,7397.12
69376,16,65536,7397.12
69392,16,65536,7397.5
69408,16,65536,7397.5
69424,16,65536,7397.12
69440,16,65536,7397.12
69456,16,65536,7397.89
69472,16,65536,7398.14
69488,16,65536,7398.02
69504,16,65536,7397.12
69520,16,65536,7397.5
69536,16,65536,7398.14
69552,16,65536,7398.02
69568,16,65536,7397.12
69584,16,65536,7397.12
69600,16,65536,7397.5
69616,16,65536,7397.12
69632,16,65536,7397.12
69648,16,65536,7397.12
69664,16,65536,7397.89
69680,16,65536,7397.5
69696,16,65536,7397.12
69712,16,65536,7397.12
69728,16,65536,7397.12
69744,16,65536,7397.5
69760,16,65536,7397.12
69776,16,65536,7397.12
69792,16,65536,7397.12
69808,16,65536,7397.12
69824,16,65536,7397.89
69840,16,65536,7396.99
69856,16,65536,7397.63
69872,16,65536,7398.14
69888,16,65536,7398.02
69904,16,65536,7397.12
69920,16,65536,7397.12
69936,16,65536,7397.89
69952,16,65536,7397.12
69968,16,65536,7397.12
69984,16,65536,7397.12
70000,16,65536,7397.5
70016,16,65536,7397.63
70032,16,65536,7398.02
70048,16,65536,7397.63
70064,16,65536,7397.12
70080,16,65536,7398.02
70096,16,65536,7397.12
70112,16,65536,7397.12
70128,16,65536,7398.02
70144,16,65536,7398.02
70160,16,65536,7398.02
70176,16,65536,7397.5
